ForecastID,ds,Deaths
15,2020-12-07,1646.528696251803
16,2020-12-07,2025.2671954269283
17,2020-12-07,6475.015293607913
18,2020-12-07,181.03465974414186
19,2020-12-07,4664.7982093372675
65,2020-12-08,1662.759080179148
66,2020-12-08,2043.7872975484518
67,2020-12-08,6494.377994681956
68,2020-12-08,181.95903181325065
69,2020-12-08,4686.309273558572
115,2020-12-09,1686.844922972061
116,2020-12-09,2061.3040782654784
117,2020-12-09,6517.300157003381
118,2020-12-09,182.95713296817567
119,2020-12-09,4702.685176920601
165,2020-12-10,1701.0949781038971
166,2020-12-10,2081.502250694428
167,2020-12-10,6536.683935470032
168,2020-12-10,183.7504835181188
169,2020-12-10,4718.989331921763
215,2020-12-11,1724.9171722344436
216,2020-12-11,2098.6961938855625
217,2020-12-11,6562.150538350471
218,2020-12-11,184.6981945436661
219,2020-12-11,4731.6941976970365
265,2020-12-12,1737.36298120588
266,2020-12-12,2114.0469962207862
267,2020-12-12,6562.870202496813
268,2020-12-12,185.80789333948536
269,2020-12-12,4755.2534915887045
315,2020-12-13,1748.9437792741119
316,2020-12-13,2125.2811282949897
317,2020-12-13,6580.51584068909
318,2020-12-13,186.59745582052935
319,2020-12-13,4767.643300394333
