ForecastID,ds,Deaths
10,2020-12-07,244.26090535877705
11,2020-12-07,1036.2516216420277
12,2020-12-07,13641.687835941522
13,2020-12-07,5982.048936270234
14,2020-12-07,2590.006479507414
60,2020-12-08,244.94750307774635
61,2020-12-08,1050.2110523561685
62,2020-12-08,13770.679320502193
63,2020-12-08,6040.738304267868
64,2020-12-08,2619.4884369040524
110,2020-12-09,246.33154821704963
111,2020-12-09,1065.1166101123995
112,2020-12-09,13900.415354690307
113,2020-12-09,6093.33051750705
114,2020-12-09,2648.783330573076
160,2020-12-10,247.32816494864986
161,2020-12-10,1077.3323038705514
162,2020-12-10,14023.946643714686
163,2020-12-10,6146.471396820528
164,2020-12-10,2674.6942669522523
210,2020-12-11,248.48696129514883
211,2020-12-11,1090.1277794961152
212,2020-12-11,14142.037652246352
213,2020-12-11,6196.888603968822
214,2020-12-11,2702.7917380712483
260,2020-12-12,249.67463407855024
261,2020-12-12,1101.029692711416
262,2020-12-12,14255.69567267456
263,2020-12-12,6241.870540238687
264,2020-12-12,2725.1583029009416
310,2020-12-13,250.0754521282741
311,2020-12-13,1109.815709177876
312,2020-12-13,14347.87284821216
313,2020-12-13,6279.6876730760905
314,2020-12-13,2746.427731361155
