ForecastID,ds,Deaths
40,2020-12-07,1044.5247018861742
41,2020-12-07,4811.624020950225
42,2020-12-07,22772.637201570873
43,2020-12-07,895.3876356544018
44,2020-12-07,64.85400431060357
90,2020-12-08,1046.3051375927566
91,2020-12-08,4859.541350411967
92,2020-12-08,22895.65041682857
93,2020-12-08,904.4342701373764
94,2020-12-08,64.99968951600052
140,2020-12-09,1072.6973650992434
141,2020-12-09,4901.959035403801
142,2020-12-09,23054.098644529095
143,2020-12-09,913.1864646154236
144,2020-12-09,65.10517481066448
190,2020-12-10,1102.21342869346
191,2020-12-10,4948.975640039582
192,2020-12-10,23224.640763447245
193,2020-12-10,921.3489040555685
194,2020-12-10,65.6464027806934
240,2020-12-11,1127.6903639619836
241,2020-12-11,4995.461598262173
242,2020-12-11,23364.134153763946
243,2020-12-11,930.8305831587912
244,2020-12-11,65.8905258776977
290,2020-12-12,1168.935737565958
291,2020-12-12,5033.936829388239
292,2020-12-12,23486.688288502897
293,2020-12-12,938.5080640188247
294,2020-12-12,66.22730390717393
340,2020-12-13,1196.7875674829786
341,2020-12-13,5064.012059554283
342,2020-12-13,23567.160772438983
343,2020-12-13,945.2244843182635
344,2020-12-13,66.41733110332235
