ForecastID,ds,Confirmed
25,2020-12-07,73643.55163676814
26,2020-12-07,149574.27494601766
27,2020-12-07,159828.23680039097
28,2020-12-07,21045.709209736804
29,2020-12-07,362740.73949725745
75,2020-12-08,74863.03032351338
76,2020-12-08,151826.30830143671
77,2020-12-08,161553.55481450143
78,2020-12-08,21311.68751052021
79,2020-12-08,366614.70883852325
125,2020-12-09,76066.0957603142
126,2020-12-09,154155.3963014277
127,2020-12-09,163196.99976092819
128,2020-12-09,21595.04541291021
129,2020-12-09,370345.61446644994
175,2020-12-10,77302.8654153921
176,2020-12-10,156544.67084087568
177,2020-12-10,165007.46151236392
178,2020-12-10,21889.2083680114
179,2020-12-10,374228.4556910389
225,2020-12-11,78554.15984414093
226,2020-12-11,158929.89357208816
227,2020-12-11,166918.6673271622
228,2020-12-11,22202.674650027133
229,2020-12-11,378111.0081094241
275,2020-12-12,79805.10042719939
276,2020-12-12,161182.7930491367
277,2020-12-12,168825.22816672648
278,2020-12-12,22496.587015962392
279,2020-12-12,382047.80103785015
325,2020-12-13,80980.94045606043
326,2020-12-13,163298.99784418274
327,2020-12-13,170594.92124868752
328,2020-12-13,22770.413620425144
329,2020-12-13,385927.25085496384
