ForecastID,ds,Confirmed
20,2020-12-07,235941.72509471452
21,2020-12-07,446178.4977855148
22,2020-12-07,372922.95610617334
23,2020-12-07,160098.79317648933
24,2020-12-07,348553.4083782707
70,2020-12-08,238029.76397745762
71,2020-12-08,453709.4704379978
72,2020-12-08,378659.6438602506
73,2020-12-08,161314.30926318836
74,2020-12-08,353103.3550848235
120,2020-12-09,240201.19387080293
121,2020-12-09,460615.73177557107
122,2020-12-09,383614.6270974031
123,2020-12-09,162765.06359716848
124,2020-12-09,357809.16715783085
170,2020-12-10,242254.819222424
171,2020-12-10,468892.0251891792
172,2020-12-10,390918.5382674303
173,2020-12-10,164265.30755594157
174,2020-12-10,362550.5758521817
220,2020-12-11,244661.48991659042
221,2020-12-11,477884.2206773382
222,2020-12-11,398076.3307289443
223,2020-12-11,165734.27575728289
224,2020-12-11,367562.3381392065
270,2020-12-12,246968.0318533444
271,2020-12-12,486172.82876305986
272,2020-12-12,405861.5638966416
273,2020-12-12,167238.00477282688
274,2020-12-12,372672.33409125824
320,2020-12-13,249079.23345879844
321,2020-12-13,486484.8032695102
322,2020-12-13,413423.79096143664
323,2020-12-13,167889.9382723179
324,2020-12-13,377142.14568204177
