ForecastID,ds,Confirmed
10,2020-12-07,18807.33599651793
11,2020-12-07,112080.52537691448
12,2020-12-07,842246.6142586597
13,2020-12-07,390393.73012945516
14,2020-12-07,274935.31212374486
60,2020-12-08,18878.162934439806
61,2020-12-08,113597.9890305511
62,2020-12-08,854215.7764287496
63,2020-12-08,396558.18033045245
64,2020-12-08,277906.53477440466
110,2020-12-09,18990.04442671771
111,2020-12-09,115219.37169078669
112,2020-12-09,866282.3844030112
113,2020-12-09,402737.16124422435
114,2020-12-09,282126.30464934855
160,2020-12-10,19099.58117415553
161,2020-12-10,116609.00928438081
162,2020-12-10,878690.8758406213
163,2020-12-10,409242.3933855435
164,2020-12-10,287215.82644935226
210,2020-12-11,19228.854315754055
211,2020-12-11,118348.19584292154
212,2020-12-11,891676.3757864838
213,2020-12-11,415757.523066314
214,2020-12-11,292231.71244805166
260,2020-12-12,19353.43789203663
261,2020-12-12,119708.14602041004
262,2020-12-12,904153.1405787929
263,2020-12-12,422376.8470472157
264,2020-12-12,296526.4588026734
310,2020-12-13,19438.594457138344
311,2020-12-13,120410.66685418105
312,2020-12-13,916088.5638032543
313,2020-12-13,428719.2057729582
314,2020-12-13,299585.934983706
