ForecastID,ds,Confirmed
35,2020-12-07,215761.72360724778
36,2020-12-07,80186.54225807381
37,2020-12-07,398915.74418883276
38,2020-12-07,61969.347232592285
39,2020-12-07,228814.4989000672
85,2020-12-08,218590.61663246105
86,2020-12-08,81226.65128226604
87,2020-12-08,404804.73554448434
88,2020-12-08,62870.199524705065
89,2020-12-08,230427.5762184306
135,2020-12-09,221400.70761657917
136,2020-12-09,82245.1802790552
137,2020-12-09,410534.8095818221
138,2020-12-09,63762.83876830733
139,2020-12-09,231709.2434539501
185,2020-12-10,224261.88998830933
186,2020-12-10,83311.87053196713
187,2020-12-10,416479.9675084186
188,2020-12-10,64665.130078156035
189,2020-12-10,233248.91077183528
235,2020-12-11,227175.09734299037
236,2020-12-11,84430.41968619173
237,2020-12-11,422508.5043935623
238,2020-12-11,65566.3244235627
239,2020-12-11,235185.76716521356
285,2020-12-12,230078.802454749
286,2020-12-12,85514.80330034265
287,2020-12-12,428233.1129021015
288,2020-12-12,66281.7946699922
289,2020-12-12,237062.6560805435
335,2020-12-13,232909.4332895747
336,2020-12-13,86569.85845321059
337,2020-12-13,433817.244429005
338,2020-12-13,66993.88914136885
339,2020-12-13,238511.28324851996
