ForecastID,ds,Deaths
35,2020-12-07,1837.6013322314336
36,2020-12-07,899.5233162091508
37,2020-12-07,10586.781719910103
38,2020-12-07,1380.010084073871
39,2020-12-07,4462.205074068536
85,2020-12-08,1854.7842719032064
86,2020-12-08,907.7830596279525
87,2020-12-08,10658.032718946053
88,2020-12-08,1386.9293120600516
89,2020-12-08,4481.028421657736
135,2020-12-09,1872.2931616715998
136,2020-12-09,914.2365381723471
137,2020-12-09,10740.615398775157
138,2020-12-09,1392.3653304701177
139,2020-12-09,4501.5567786645925
185,2020-12-10,1888.6350814625994
186,2020-12-10,920.5635543177576
187,2020-12-10,10814.300552371807
188,2020-12-10,1398.3608328222183
189,2020-12-10,4520.443855012275
235,2020-12-11,1903.7758998321513
236,2020-12-11,926.9952397680728
237,2020-12-11,10885.254595568342
238,2020-12-11,1404.7620905080005
239,2020-12-11,4537.185746696734
285,2020-12-12,1918.1696303334172
286,2020-12-12,932.9975202722371
287,2020-12-12,10940.46786697177
288,2020-12-12,1408.273677775234
289,2020-12-12,4555.714998970441
335,2020-12-13,1928.2317470498183
336,2020-12-13,936.9744324067871
337,2020-12-13,10969.770458326051
338,2020-12-13,1411.0459513262601
339,2020-12-13,4561.593370542291
