ForecastID,ds,Deaths
25,2020-12-07,771.8831152213119
26,2020-12-07,1129.7288656609605
27,2020-12-07,2132.783509633496
28,2020-12-07,524.1924173771262
29,2020-12-07,16834.46266073004
75,2020-12-08,783.7547036458394
76,2020-12-08,1150.3266935347476
77,2020-12-08,2145.907900868941
78,2020-12-08,525.0805963777159
79,2020-12-08,16855.281750905153
125,2020-12-09,796.2433439914604
126,2020-12-09,1163.8277398391851
127,2020-12-09,2159.863581205406
128,2020-12-09,527.39420028962
129,2020-12-09,16879.190851818734
175,2020-12-10,806.5576194684136
176,2020-12-10,1189.1599138729039
177,2020-12-10,2172.5744541696135
178,2020-12-10,530.1795241940114
179,2020-12-10,16960.698135958402
225,2020-12-11,819.0837138091933
226,2020-12-11,1214.1665899182665
227,2020-12-11,2183.816484148907
228,2020-12-11,531.6865016272488
229,2020-12-11,16975.564787458487
275,2020-12-12,832.7690520534188
276,2020-12-12,1221.171333551156
277,2020-12-12,2194.3653165843225
278,2020-12-12,533.0252339799443
279,2020-12-12,16973.553960700323
325,2020-12-13,842.4928094290945
326,2020-12-13,1224.7128613511302
327,2020-12-13,2197.7154124207423
328,2020-12-13,533.303860118154
329,2020-12-13,16961.608561426867
