ForecastID,ds,Deaths
45,2020-12-07,4101.178631541267
46,2020-12-07,2825.2503221606107
47,2020-12-07,734.8007620037789
48,2020-12-07,4089.865108754881
49,2020-12-07,219.8705895595654
95,2020-12-08,4120.479117388797
96,2020-12-08,2850.471549679237
97,2020-12-08,746.7435606620212
98,2020-12-08,4182.9846778910405
99,2020-12-08,223.58659197624965
145,2020-12-09,4138.535293841517
146,2020-12-09,2864.441365345322
147,2020-12-09,754.8291836920027
148,2020-12-09,4258.780910124713
149,2020-12-09,227.3802229539578
195,2020-12-10,4155.039689960715
196,2020-12-10,2881.259217531888
197,2020-12-10,761.8262224746621
198,2020-12-10,4353.366635498677
199,2020-12-10,231.5345303027204
245,2020-12-11,4170.553905929467
246,2020-12-11,2896.5779787768433
247,2020-12-11,772.2016214244243
248,2020-12-11,4425.2141001537975
249,2020-12-11,234.4468143601171
295,2020-12-12,4183.9475236015405
296,2020-12-12,2901.4120704842444
297,2020-12-12,783.0012337765338
298,2020-12-12,4490.660600609562
299,2020-12-12,237.96974722842756
345,2020-12-13,4189.110046088474
346,2020-12-13,2904.682071795749
347,2020-12-13,784.6929647574335
348,2020-12-13,4500.443002611979
349,2020-12-13,240.73429903864067
